Nombre,Language,Foil,Qty,Edición,Estado,Precio unitario (Jul-21),Enlace,Comentarios,Valor Total,,,
Nissa Revane,EN,,1,Zendikar,NM,5,https://www.cardmarket.com/es/Magic/Products/Singles/Zendikar/Nissa-Revane?sellerCountry=10,,5,Red Box,,,,,
Putrefax,ES,Sí,1,Cicatrices de Mirrodin,NM,0.15,https://www.cardmarket.com/es/Magic/Products/Singles/Scars-of-Mirrodin/Putrefax?sellerCountry=10,,0.15,Red Box,,,,,
Putrefax,ES,,2,Cicatrices de Mirrodin,NM,0.3,https://www.cardmarket.com/es/Magic/Products/Singles/Scars-of-Mirrodin/Putrefax?sellerCountry=10,,0.6,Red Box,,,,,
Putrefax,EN,,1,Cicatrices de Mirrodin,NM,0.15,https://www.cardmarket.com/es/Magic/Products/Singles/Scars-of-Mirrodin/Putrefax?sellerCountry=10,,0.15,Red Box,,,,,
Beastmaster Ascension,EN,,2,Zendikar,NM,4,https://www.cardmarket.com/es/Magic/Products/Singles/Zendikar/Beastmaster-Ascension?sellerCountry=10,,8,Red Box,,,,,
Quest for Renewal,EN,Sí,1,Worldwake,NM,3,https://www.cardmarket.com/es/Magic/Products/Singles/Worldwake/Quest-for-Renewal?sellerCountry=10,,3,Red Box,,,,,
Quest for Renewal,EN,,1,Worldwake,NM,3,https://www.cardmarket.com/es/Magic/Products/Singles/Worldwake/Quest-for-Renewal?sellerCountry=10,,3,Red Box,,,,,
Elfos de Llanowar,ES,Sí,1,Sexta Edición,NM,0.15,https://www.cardmarket.com/es/Magic/Products/Singles/Sixth-Edition/Llanowar-Elves?sellerCountry=10,,0.15,Red Box,,,,,
Elfos de Llanowar,ES,Sí,1,Séptima Edición,NM,0.15,https://www.cardmarket.com/es/Magic/Products/Singles/Sixth-Edition/Llanowar-Elves?sellerCountry=10,,0.15,Red Box,,,,,
Chandra Nalaar,EN,Sí,1,Magic 2011,NM,4,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2011/Chandra-Nalaar?sellerCountry=10&isFoil=Y,,4,Red Box,,,,,
Chandra Nalaar,EN,,1,Magic 2011,NM,1.5,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2011/Chandra-Nalaar?sellerCountry=10&isFoil=Y,,1.5,Red Box,,,,,
"Chandra, the Firebrand",EN,,1,Magic 2012,NM,0.15,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2012/Chandra-the-Firebrand?sellerCountry=10,,0.15,Red Box,,,,,
Jefe azotador de vapor,ES,,1,Visión del Futuro,NM,0.25,https://www.cardmarket.com/es/Magic/Products/Singles/Future-Sight/Steamflogger-Boss?sellerCountry=10,,0.25,Red Box,,,,,
Burning Inquiry,EN,,4,Magic 2010,NM,1,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2010/Burning-Inquiry?sellerCountry=10,,4,Red Box,,,,,
Red Sun's Zenith,EN,,1,Mirrodin Sitiado,NM,0.2,https://www.cardmarket.com/es/Magic/Products/Singles/Mirrodin-Besieged/Red-Sun-s-Zenith?sellerCountry=10,,0.2,Red Box,,,,,
Señor de la guerra de Kazuul,EN,,1,Zendikar,NM,0.15,https://www.cardmarket.com/es/Magic/Products/Singles/Zendikar/Kazuul-Warlord?sellerCountry=10,,0.15,Red Box,,,,,
Señor de la guerra de Kazuul,ES,,1,Zendikar,NM,0.15,https://www.cardmarket.com/es/Magic/Products/Singles/Zendikar/Kazuul-Warlord?sellerCountry=10,,0.15,Red Box,,,,,
Dragón fundetesoros,ES,,1,Cicatrices de Mirrodin,NM,0.2,https://www.cardmarket.com/es/Magic/Products/Singles/Scars-of-Mirrodin/Hoard-Smelter-Dragon?sellerCountry=10,,0.2,Red Box,,,,,
Reverberate,EN,,1,Magic 2012,NM,1,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2012/Reverberate?sellerCountry=10,,1,Red Box,,,,,
Fuerza destructiva,ES,,1,Magic 2011,NM,0.2,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2011/Destructive-Force?sellerCountry=10,,0.2,Red Box,,,,,
"Kazuul, Tyrant of the Cliffs",EN,,1,Worldwake,NM,0.5,https://www.cardmarket.com/es/Magic/Products/Singles/Worldwake/Kazuul-Tyrant-of-the-Cliffs?sellerCountry=10,,0.5,Red Box,,,,,
Dragón acaparador,ES,,1,Magic 2011,NM,0.15,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2011/Hoarding-Dragon?sellerCountry=10,,0.15,Red Box,,,,,
Molten-Tail Masticore,EN,,1,Cicatrices de Mirrodin,NM,0.25,https://www.cardmarket.com/es/Magic/Products/Singles/Scars-of-Mirrodin/Molten-Tail-Masticore?sellerCountry=10,,0.25,Red Box,,,,,
Myr Turbine,EN,,1,Mirrodin Sitiado,NM,1,https://www.cardmarket.com/es/Magic/Products/Singles/Mirrodin-Besieged/Myr-Turbine?sellerCountry=10,,1,Red Box,,,,,
Bazaar Trader,EN,,1,Worldwake,NM,0.5,https://www.cardmarket.com/es/Magic/Products/Singles/Worldwake/Bazaar-Trader?sellerCountry=10,,0.5,Red Box,,,,,
Dragón mordiente ,ES,sí,1,Worldwake,NM,0.5,https://www.cardmarket.com/es/Magic/Products/Singles/Worldwake/Mordant-Dragon?sellerCountry=10&isFoil=Y,,0.5,Red Box,,,,,
Engendro cargador,ES,,1,Zendikar,NM,0.2,https://www.cardmarket.com/es/Magic/Products/Singles/Zendikar/Hellkite-Charger?sellerCountry=10,,0.2,Red Box,,,,,
Mirrorworks,EN,,1,Mirrodin Sitiado,NM,0.35,https://www.cardmarket.com/es/Magic/Products/Singles/Mirrodin-Besieged/Mirrorworks?sellerCountry=10,,0.35,Red Box,,,,,
Manabarbs,EN,,1,Magic 2012,NM,0.2,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2012/Manabarbs?sellerCountry=10,,0.2,Red Box,,,,,
Dragón de acero fundido,ES,,1,Nueva Phyrexia,NM,0.4,https://www.cardmarket.com/es/Magic/Products/Singles/New-Phyrexia/Moltensteel-Dragon?sellerCountry=10,,0.4,Red Box,,,,,
Petroglifos muraganda,ES,,1,Visión del Futuro,NM,0.4,https://www.cardmarket.com/es/Magic/Products/Singles/Future-Sight/Muraganda-Petroglyphs?sellerCountry=10,,0.4,Red Box,,,,,
Anexo de Norn,ES,,1,Nueva Phyrexia,NM,2,https://www.cardmarket.com/es/Magic/Products/Singles/New-Phyrexia/Norn-s-Annex?sellerCountry=10,,2,Red Box,,,,,
Woodland Cemetery,EN,,2,Dominaria,NM,2.5,https://www.cardmarket.com/es/Magic/Products/Singles/Dominaria/Woodland-Cemetery?sellerCountry=10,,5,Red Box,,,,,
Dragonskull Summit,EN,,1,Magic 2011,NM,2.5,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2011/Dragonskull-Summit?sellerCountry=10,,2.5,Red Box,,,,,
Dragonskull Summit,ES,,1,Magic 2011,NM,2.5,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2011/Dragonskull-Summit?sellerCountry=10,,2.5,Red Box,,,,,
Jhoira de los ghitu,ES,,1,Visión del Futuro,NM,0.4,https://www.cardmarket.com/es/Magic/Products/Singles/Future-Sight/Jhoira-of-the-Ghitu?sellerCountry=10,,0.4,Red Box,,,,,
Supremacía simic,ES,Sí,1,Ravnica Allegiance,NM,0.5,https://www.cardmarket.com/es/Magic/Products/Singles/Ravnica-Allegiance-Extras/Simic-Ascendancy?sellerCountry=10&isFoil=Y,,0.5,Red Box,,,,,
Lightning Helix,EN,,2,Rávnica: Ciudad de Gremios,NM,0.4,https://www.cardmarket.com/es/Magic/Products/Singles/Ravnica-City-of-Guilds/Lightning-Helix?sellerCountry=10,,0.8,Red Box,,,,,
Lightning Helix,ES,,1,Rávnica: Ciudad de Gremios,NM,0.4,https://www.cardmarket.com/es/Magic/Products/Singles/Ravnica-City-of-Guilds/Lightning-Helix?sellerCountry=10,,0.4,Red Box,,,,,
Contested War Zone,EN,,2,Mirrodin Sitiado,NM,0.2,https://www.cardmarket.com/es/Magic/Products/Singles/Mirrodin-Besieged/Contested-War-Zone?sellerCountry=10,,0.4,Red Box,,,,,
Gargoyle Castle,EN,,1,Magic 2010,NM,0.2,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2010/Gargoyle-Castle?sellerCountry=10,,0.2,Red Box,,,,,
Mystifying Maze,EN,,1,Magic 2011,NM,0.2,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2011/Mystifying-Maze?sellerCountry=10,,0.2,Red Box,,,,,
Desolate Lighthouse,EN,,1,Avacyn Restored,NM,0.15,https://www.cardmarket.com/es/Magic/Products/Singles/Avacyn-Restored/Desolate-Lighthouse?sellerCountry=10,,0.15,Red Box,,,,,
"Rix Maadi, Dungeon Palace",EN,,1,Discordia,NM,0.1,https://www.cardmarket.com/es/Magic/Products/Singles/Dissension/Rix-Maadi-Dungeon-Palace?sellerCountry=10,,0.1,Red Box,,,,,
Shivan Oasis,EN,,2,Duel Decks: Phyrexia vs. The Coalition,NM,0.15,https://www.cardmarket.com/es/Magic/Products/Singles/Duel-Decks-Phyrexia-vs-The-Coalition/Shivan-Oasis?sellerCountry=10,,0.3,Red Box,,,,,
Elfhame palace,EN,,2,Duel Decks: Phyrexia vs. The Coalition,NM,0.15,https://www.cardmarket.com/es/Magic/Products/Singles/Duel-Decks-Phyrexia-vs-The-Coalition/Elfhame-Palace?sellerCountry=10,,0.3,Red Box,,,,,
Clachán Rústico,ES,,1,Duel Decks: Elspeth vs. Tezzeret,NM,0.1,https://www.cardmarket.com/es/Magic/Products/Singles/Duel-Decks-Elspeth-vs-Tezzeret/Rustic-Clachan?sellerCountry=10,,0.1,Red Box,,,,,
Fuerte boros,ES,,1,Rávnica: Ciudad de Gremios,NM,0.1,https://www.cardmarket.com/es/Magic/Products/Singles/Ravnica-City-of-Guilds/Boros-Garrison?sellerCountry=10,,0.1,Red Box,,,,,
Capa de hielo boreal,ES,,1,Ola de frío,NM,0.15,https://www.cardmarket.com/es/Magic/Products/Singles/Coldsnap/Boreal-Shelf?sellerCountry=10,,0.15,Red Box,,,,,
Quicksand,EN,,2,Worldwake,NM,0.1,https://www.cardmarket.com/es/Magic/Products/Singles/Worldwake/Quicksand?sellerCountry=10,,0.2,Red Box,,,,,
Epocrásito,ES,,1,Visión del Futuro,NM,0.15,https://www.cardmarket.com/es/Magic/Products/Singles/Future-Sight/Epochrasite?sellerCountry=10,,0.15,Red Box,,,,,
Conducto de almas,ES,,1,Nueva Phyrexia,NM,0.2,https://www.cardmarket.com/es/Magic/Products/Singles/New-Phyrexia/Soul-Conduit?sellerCountry=10,,0.2,Red Box,,,,,
Elixir de inmortalidad,ES,,1,Duel Decks: Elspeth vs. Tezzeret,NM,0.1,https://www.cardmarket.com/es/Magic/Products/Singles/Duel-Decks-Elspeth-vs-Tezzeret/Elixir-of-Immortality?sellerCountry=10,,0.1,Red Box,,,,,
Sundial of the Infinite,EN,,1,Magic 2012,NM,1.5,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2012/Sundial-of-the-Infinite?sellerCountry=10,,1.5,Red Box,,,,,
Fuerte de acero oscuro,ES,,1,Visión del Futuro,NM,0.2,https://www.cardmarket.com/es/Magic/Products/Singles/Future-Sight/Darksteel-Garrison?sellerCountry=10,,0.2,Red Box,,,,,
Mirror of Fate,EN,,1,Magic 2010,NM,0.25,https://www.cardmarket.com/es/Magic/Products/Singles/Magic-2010/Mirror-of-Fate?sellerCountry=10,,0.25,Red Box,,,,,
Darksteel Juggernaut,EN,,1,Cicatrices de Mirrodin,NM,0.3,https://www.cardmarket.com/es/Magic/Products/Singles/Scars-of-Mirrodin/Darksteel-Juggernaut?sellerCountry=10,,0.3,Red Box,,,,,
Omen Machine,EN,,1,Nueva Phyrexia,NM,0.3,https://www.cardmarket.com/es/Magic/Products/Singles/New-Phyrexia/Omen-Machine?sellerCountry=10,,0.3,Red Box,,,,,
Spine of Ish sah,EN,,2,Mirrodin Sitiado,NM,0.35,https://www.cardmarket.com/es/Magic/Products/Singles/Mirrodin-Besieged/Spine-of-Ish-Sah?sellerCountry=10,,0.7,Red Box,,,,,
Mina Magnética,ES,,2,Mirrodin Sitiado,NM,0.15,https://www.cardmarket.com/es/Magic/Products/Singles/Mirrodin-Besieged/Magnetic-Mine?sellerCountry=10,,0.3,Red Box,,,,,
Montaje de tópteros,ES,,2,Mirrodin Sitiado,NM,0.15,https://www.cardmarket.com/es/Magic/Products/Singles/Mirrodin-Besieged/Thopter-Assembly?sellerCountry=10,,0.3,Red Box,,,,,
"Vivien, Champion of the Wilds",EN,,1,La Guerra de la Chispa,NM,0.5,https://www.cardmarket.com/es/Magic/Products/Singles/War-of-the-Spark/Vivien-Champion-of-the-Wilds?sellerCountry=10,,0.5,Red Box,,,,,
"Tolsimir, Friend to Wolves",EN,,1,La Guerra de la Chispa,NM,0.2,https://www.cardmarket.com/es/Magic/Products/Singles/War-of-the-Spark/Tolsimir-Friend-to-Wolves?sellerCountry=10,,0.2,Red Box,,,,,
La Saga de Urza,EN,,4,Modern Horizons 2,NM,34,https://www.cardmarket.com/es/Magic/Products/Singles/Modern-Horizons-2/Urzas-Saga?sellerCountry=10,,136,Baraja,,,,,
Lanza Sombría,EN,,1,Theros Beyond Death,NM,14,https://www.cardmarket.com/es/Magic/Products/Singles/Theros-Beyond-Death/Shadowspear?sellerCountry=10,,14,Baraja,,,,,
,,,,,,,,,0,,,,,,
